id,date,week,timeSlot,holiday,rrr,windSpeed,Vt6,Vt5,Vt4,Vt3,Vt2,Vt1,Vt
853,3,4,277,0,0,3.6,34.08,32.46,38.53,36.51,38.21,39.77,27.99
854,3,4,278,0,0,3.6,32.46,38.53,36.51,38.21,39.77,27.99,36.63
855,3,4,279,0,0,3.6,38.53,36.51,38.21,39.77,27.99,36.63,41.03
856,3,4,280,0,0,3.6,36.51,38.21,39.77,27.99,36.63,41.03,40.91
857,3,4,281,0,0,3.6,38.21,39.77,27.99,36.63,41.03,40.91,36.67
858,3,4,282,0,0,3.6,39.77,27.99,36.63,41.03,40.91,36.67,38.38
859,3,4,283,0,0,3.6,27.99,36.63,41.03,40.91,36.67,38.38,36.83
860,3,4,284,0,0,3.6,36.63,41.03,40.91,36.67,38.38,36.83,36.47
861,3,4,285,0,0,3.6,41.03,40.91,36.67,38.38,36.83,36.47,50.82
862,3,4,286,0,0,3.6,40.91,36.67,38.38,36.83,36.47,50.82,42.18
863,3,4,287,0,0,3.6,36.67,38.38,36.83,36.47,50.82,42.18,40
864,3,4,288,0,0,3.6,38.38,36.83,36.47,50.82,42.18,40,41.71
865,4,5,1,0,0,3.6,36.83,36.47,50.82,42.18,40,41.71,41.46
866,4,5,2,0,0,3.6,36.47,50.82,42.18,40,41.71,41.46,41.2
867,4,5,3,0,0,3.6,50.82,42.18,40,41.71,41.46,41.2,45.2
868,4,5,4,0,0,3.6,42.18,40,41.71,41.46,41.2,45.2,45.6
869,4,5,5,0,0,3.6,40,41.71,41.46,41.2,45.2,45.6,34.3
870,4,5,6,0,0,3.6,41.71,41.46,41.2,45.2,45.6,34.3,38.48
871,4,5,7,0,0,3.6,41.46,41.2,45.2,45.6,34.3,38.48,29.01
872,4,5,8,0,0,3.6,41.2,45.2,45.6,34.3,38.48,29.01,53.32
873,4,5,9,0,0,3.6,45.2,45.6,34.3,38.48,29.01,53.32,48.2
874,4,5,10,0,0,3.6,45.6,34.3,38.48,29.01,53.32,48.2,39.88
875,4,5,11,0,0,3.6,34.3,38.48,29.01,53.32,48.2,39.88,54.19
876,4,5,12,0,0,3.6,38.48,29.01,53.32,48.2,39.88,54.19,45.2
877,4,5,13,0,0,3.6,29.01,53.32,48.2,39.88,54.19,45.2,36.3
878,4,5,14,0,0,3.6,53.32,48.2,39.88,54.19,45.2,36.3,46.94
879,4,5,15,0,0,3.6,48.2,39.88,54.19,45.2,36.3,46.94,39.2
880,4,5,16,0,0,3.6,39.88,54.19,45.2,36.3,46.94,39.2,42.61
881,4,5,17,0,0,3.6,54.19,45.2,36.3,46.94,39.2,42.61,42.71
882,4,5,18,0,0,3.6,45.2,36.3,46.94,39.2,42.61,42.71,42.8
883,4,5,19,0,0,3.6,36.3,46.94,39.2,42.61,42.71,42.8,45.8
884,4,5,20,0,0,3.6,46.94,39.2,42.61,42.71,42.8,45.8,49.79
885,4,5,21,0,0,3.6,39.2,42.61,42.71,42.8,45.8,49.79,43.2
886,4,5,22,0,0,3.6,42.61,42.71,42.8,45.8,49.79,43.2,38.5
887,4,5,23,0,0,3.6,42.71,42.8,45.8,49.79,43.2,38.5,39.6
888,4,5,24,0,0,3.6,42.8,45.8,49.79,43.2,38.5,39.6,40.7
889,4,5,25,0,0,3.6,45.8,49.79,43.2,38.5,39.6,40.7,39.52
890,4,5,26,0,0,3.6,49.79,43.2,38.5,39.6,40.7,39.52,45.59
891,4,5,27,0,0,3.6,43.2,38.5,39.6,40.7,39.52,45.59,42
892,4,5,28,0,0,3.6,38.5,39.6,40.7,39.52,45.59,42,31.44
893,4,5,29,0,0,3.6,39.6,40.7,39.52,45.59,42,31.44,39.95
894,4,5,30,0,0,3.6,40.7,39.52,45.59,42,31.44,39.95,48.45
895,4,5,31,0,0,3.6,39.52,45.59,42,31.44,39.95,48.45,42.3
896,4,5,32,0,0,3.6,45.59,42,31.44,39.95,48.45,42.3,52
897,4,5,33,0,0,3.6,42,31.44,39.95,48.45,42.3,52,47.2
898,4,5,34,0,0,3.6,31.44,39.95,48.45,42.3,52,47.2,44.8
899,4,5,35,0,0,3.6,39.95,48.45,42.3,52,47.2,44.8,43.6
900,4,5,36,0,0,3.6,48.45,42.3,52,47.2,44.8,43.6,43
901,4,5,37,0,0,7.2,42.3,52,47.2,44.8,43.6,43,42.7
902,4,5,38,0,0,7.2,52,47.2,44.8,43.6,43,42.7,42.55
903,4,5,39,0,0,7.2,47.2,44.8,43.6,43,42.7,42.55,42.4
904,4,5,40,0,0,7.2,44.8,43.6,43,42.7,42.55,42.4,42.8
905,4,5,41,0,0,7.2,43.6,43,42.7,42.55,42.4,42.8,43.2
906,4,5,42,0,0,7.2,43,42.7,42.55,42.4,42.8,43.2,48
907,4,5,43,0,0,7.2,42.7,42.55,42.4,42.8,43.2,48,50.39
908,4,5,44,0,0,7.2,42.55,42.4,42.8,43.2,48,50.39,46.2
909,4,5,45,0,0,7.2,42.4,42.8,43.2,48,50.39,46.2,44.1
910,4,5,46,0,0,7.2,42.8,43.2,48,50.39,46.2,44.1,43.05
911,4,5,47,0,0,7.2,43.2,48,50.39,46.2,44.1,43.05,42
912,4,5,48,0,0,7.2,48,50.39,46.2,44.1,43.05,42,49.19
913,4,5,49,0,0,7.2,50.39,46.2,44.1,43.05,42,49.19,51.45
914,4,5,50,0,0,7.2,46.2,44.1,43.05,42,49.19,51.45,53.71
915,4,5,51,0,0,7.2,44.1,43.05,42,49.19,51.45,53.71,44.56
916,4,5,52,0,0,7.2,43.05,42,49.19,51.45,53.71,44.56,35.4
917,4,5,53,0,0,7.2,42,49.19,51.45,53.71,44.56,35.4,41.7
918,4,5,54,0,0,7.2,49.19,51.45,53.71,44.56,35.4,41.7,44.84
919,4,5,55,0,0,7.2,51.45,53.71,44.56,35.4,41.7,44.84,46.42
920,4,5,56,0,0,7.2,53.71,44.56,35.4,41.7,44.84,46.42,47.2
921,4,5,57,0,0,7.2,44.56,35.4,41.7,44.84,46.42,47.2,47.6
922,4,5,58,0,0,7.2,35.4,41.7,44.84,46.42,47.2,47.6,47.79
923,4,5,59,0,0,7.2,41.7,44.84,46.42,47.2,47.6,47.79,47.99
924,4,5,60,0,0,7.2,44.84,46.42,47.2,47.6,47.79,47.99,46
925,4,5,61,0,0,7.2,46.42,47.2,47.6,47.79,47.99,46,44.7
926,4,5,62,0,0,7.2,47.2,47.6,47.79,47.99,46,44.7,43.4
927,4,5,63,0,0,7.2,47.6,47.79,47.99,46,44.7,43.4,44
928,4,5,64,0,0,7.2,47.79,47.99,46,44.7,43.4,44,49.8
929,4,5,65,0,0,7.2,47.99,46,44.7,43.4,44,49.8,52.7
930,4,5,66,0,0,7.2,46,44.7,43.4,44,49.8,52.7,54.15
931,4,5,67,0,0,7.2,44.7,43.4,44,49.8,52.7,54.15,54.88
932,4,5,68,0,0,7.2,43.4,44,49.8,52.7,54.15,54.88,55.6
933,4,5,69,0,0,7.2,44,49.8,52.7,54.15,54.88,55.6,48.98
934,4,5,70,0,0,7.2,49.8,52.7,54.15,54.88,55.6,48.98,45.66
935,4,5,71,0,0,7.2,52.7,54.15,54.88,55.6,48.98,45.66,44.01
936,4,5,72,0,0,7.2,54.15,54.88,55.6,48.98,45.66,44.01,42.35
937,4,5,73,0,0,7.2,54.88,55.6,48.98,45.66,44.01,42.35,40.75
938,4,5,74,0,0,7.2,55.6,48.98,45.66,44.01,42.35,40.75,32.38
939,4,5,75,0,0,7.2,48.98,45.66,44.01,42.35,40.75,32.38,24
940,4,5,76,0,0,7.2,45.66,44.01,42.35,40.75,32.38,24,32.93
941,4,5,77,0,0,7.2,44.01,42.35,40.75,32.38,24,32.93,41.85
942,4,5,78,0,0,7.2,42.35,40.75,32.38,24,32.93,41.85,32.3
943,4,5,79,0,0,7.2,40.75,32.38,24,32.93,41.85,32.3,45.6
944,4,5,80,0,0,7.2,32.38,24,32.93,41.85,32.3,45.6,29.84
945,4,5,81,0,0,7.2,24,32.93,41.85,32.3,45.6,29.84,40
946,4,5,82,0,0,7.2,32.93,41.85,32.3,45.6,29.84,40,43.2
947,4,5,83,0,0,7.2,41.85,32.3,45.6,29.84,40,43.2,46.4
948,4,5,84,0,0,7.2,32.3,45.6,29.84,40,43.2,46.4,46.4
949,4,5,85,0,0,7.2,45.6,29.84,40,43.2,46.4,46.4,44.8
950,4,5,86,0,0,7.2,29.84,40,43.2,46.4,46.4,44.8,45.8
951,4,5,87,0,0,7.2,40,43.2,46.4,46.4,44.8,45.8,41.98
952,4,5,88,0,0,7.2,43.2,46.4,46.4,44.8,45.8,41.98,39.99
953,4,5,89,0,0,7.2,46.4,46.4,44.8,45.8,41.98,39.99,40.36
954,4,5,90,0,0,7.2,46.4,44.8,45.8,41.98,39.99,40.36,39.45
955,4,5,91,0,0,7.2,44.8,45.8,41.98,39.99,40.36,39.45,45.65
956,4,5,92,0,0,7.2,45.8,41.98,39.99,40.36,39.45,45.65,42.74
957,4,5,93,0,0,7.2,41.98,39.99,40.36,39.45,45.65,42.74,40.45
958,4,5,94,0,0,7.2,39.99,40.36,39.45,45.65,42.74,40.45,43.34
959,4,5,95,0,0,7.2,40.36,39.45,45.65,42.74,40.45,43.34,43.93
960,4,5,96,0,0,7.2,39.45,45.65,42.74,40.45,43.34,43.93,39.06
961,4,5,97,0,0,7.2,45.65,42.74,40.45,43.34,43.93,39.06,43.75
962,4,5,98,0,0,7.2,42.74,40.45,43.34,43.93,39.06,43.75,32.6
963,4,5,99,0,0,7.2,40.45,43.34,43.93,39.06,43.75,32.6,43.33
964,4,5,100,0,0,7.2,43.34,43.93,39.06,43.75,32.6,43.33,32.2
965,4,5,101,0,0,7.2,43.93,39.06,43.75,32.6,43.33,32.2,28.44
966,4,5,102,0,0,7.2,39.06,43.75,32.6,43.33,32.2,28.44,34.32
967,4,5,103,0,0,7.2,43.75,32.6,43.33,32.2,28.44,34.32,36.86
968,4,5,104,0,0,7.2,32.6,43.33,32.2,28.44,34.32,36.86,39.61
969,4,5,105,0,0,7.2,43.33,32.2,28.44,34.32,36.86,39.61,38.52
970,4,5,106,0,0,7.2,32.2,28.44,34.32,36.86,39.61,38.52,31.82
971,4,5,107,0,0,7.2,28.44,34.32,36.86,39.61,38.52,31.82,22.11
972,4,5,108,0,0,7.2,34.32,36.86,39.61,38.52,31.82,22.11,31.49
973,4,5,109,0,0,7.2,36.86,39.61,38.52,31.82,22.11,31.49,48.09
974,4,5,110,0,0,7.2,39.61,38.52,31.82,22.11,31.49,48.09,24.01
975,4,5,111,0,0,7.2,38.52,31.82,22.11,31.49,48.09,24.01,36.8
976,4,5,112,0,0,7.2,31.82,22.11,31.49,48.09,24.01,36.8,39.03
977,4,5,113,0,0,7.2,22.11,31.49,48.09,24.01,36.8,39.03,40.79
978,4,5,114,0,0,7.2,31.49,48.09,24.01,36.8,39.03,40.79,34.51
979,4,5,115,0,0,7.2,48.09,24.01,36.8,39.03,40.79,34.51,33.26
980,4,5,116,0,0,7.2,24.01,36.8,39.03,40.79,34.51,33.26,40.87
981,4,5,117,0,0,7.2,36.8,39.03,40.79,34.51,33.26,40.87,46.3
982,4,5,118,0,0,7.2,39.03,40.79,34.51,33.26,40.87,46.3,35.14
983,4,5,119,0,0,7.2,40.79,34.51,33.26,40.87,46.3,35.14,39.9
984,4,5,120,0,0,7.2,34.51,33.26,40.87,46.3,35.14,39.9,37.57
985,4,5,121,0,0,7.2,33.26,40.87,46.3,35.14,39.9,37.57,37.5
986,4,5,122,0,0,7.2,40.87,46.3,35.14,39.9,37.57,37.5,40.25
987,4,5,123,0,0,7.2,46.3,35.14,39.9,37.57,37.5,40.25,35.6
988,4,5,124,0,0,7.2,35.14,39.9,37.57,37.5,40.25,35.6,33.2
989,4,5,125,0,0,7.2,39.9,37.57,37.5,40.25,35.6,33.2,36.45
990,4,5,126,0,0,7.2,37.57,37.5,40.25,35.6,33.2,36.45,18.95
991,4,5,127,0,0,7.2,37.5,40.25,35.6,33.2,36.45,18.95,32.22
992,4,5,128,0,0,7.2,40.25,35.6,33.2,36.45,18.95,32.22,29.32
993,4,5,129,0,0,7.2,35.6,33.2,36.45,18.95,32.22,29.32,37.13
994,4,5,130,0,0,7.2,33.2,36.45,18.95,32.22,29.32,37.13,41.9
995,4,5,131,0,0,7.2,36.45,18.95,32.22,29.32,37.13,41.9,44.62
996,4,5,132,0,0,7.2,18.95,32.22,29.32,37.13,41.9,44.62,36.49
997,4,5,133,0,0,7.2,32.22,29.32,37.13,41.9,44.62,36.49,41.08
998,4,5,134,0,0,7.2,29.32,37.13,41.9,44.62,36.49,41.08,37.38
999,4,5,135,0,0,7.2,37.13,41.9,44.62,36.49,41.08,37.38,39.55
1000,4,5,136,0,0,7.2,41.9,44.62,36.49,41.08,37.38,39.55,31.75
1001,4,5,137,0,0,7.2,44.62,36.49,41.08,37.38,39.55,31.75,32.85
1002,4,5,138,0,0,7.2,36.49,41.08,37.38,39.55,31.75,32.85,14.87
1003,4,5,139,0,0,7.2,41.08,37.38,39.55,31.75,32.85,14.87,29.38
1004,4,5,140,0,0,7.2,37.38,39.55,31.75,32.85,14.87,29.38,33.15
1005,4,5,141,0,0,7.2,39.55,31.75,32.85,14.87,29.38,33.15,7.67
1006,4,5,142,0,0,7.2,31.75,32.85,14.87,29.38,33.15,7.67,0.79
1007,4,5,143,0,0,7.2,32.85,14.87,29.38,33.15,7.67,0.79,6.23
1008,4,5,144,0,0,7.2,14.87,29.38,33.15,7.67,0.79,6.23,7.69
1009,4,5,145,0,0,3.6,29.38,33.15,7.67,0.79,6.23,7.69,32.85
1010,4,5,146,0,0,3.6,33.15,7.67,0.79,6.23,7.69,32.85,29.71
1011,4,5,147,0,0,3.6,7.67,0.79,6.23,7.69,32.85,29.71,42
1012,4,5,148,0,0,3.6,0.79,6.23,7.69,32.85,29.71,42,36.31
1013,4,5,149,0,0,3.6,6.23,7.69,32.85,29.71,42,36.31,38.25
1014,4,5,150,0,0,3.6,7.69,32.85,29.71,42,36.31,38.25,33.69
1015,4,5,151,0,0,3.6,32.85,29.71,42,36.31,38.25,33.69,31.58
1016,4,5,152,0,0,3.6,29.71,42,36.31,38.25,33.69,31.58,37.22
1017,4,5,153,0,0,3.6,42,36.31,38.25,33.69,31.58,37.22,45.63
1018,4,5,154,0,0,3.6,36.31,38.25,33.69,31.58,37.22,45.63,43.17
1019,4,5,155,0,0,3.6,38.25,33.69,31.58,37.22,45.63,43.17,37.58
1020,4,5,156,0,0,3.6,33.69,31.58,37.22,45.63,43.17,37.58,43.03
1021,4,5,157,0,0,3.6,31.58,37.22,45.63,43.17,37.58,43.03,38.84
1022,4,5,158,0,0,3.6,37.22,45.63,43.17,37.58,43.03,38.84,37.45
1023,4,5,159,0,0,3.6,45.63,43.17,37.58,43.03,38.84,37.45,38.45
1024,4,5,160,0,0,3.6,43.17,37.58,43.03,38.84,37.45,38.45,36.02
1025,4,5,161,0,0,3.6,37.58,43.03,38.84,37.45,38.45,36.02,41.9
1026,4,5,162,0,0,3.6,43.03,38.84,37.45,38.45,36.02,41.9,36.91
1027,4,5,163,0,0,3.6,38.84,37.45,38.45,36.02,41.9,36.91,39.07
1028,4,5,164,0,0,3.6,37.45,38.45,36.02,41.9,36.91,39.07,35.09
1029,4,5,165,0,0,3.6,38.45,36.02,41.9,36.91,39.07,35.09,35.28
1030,4,5,166,0,0,3.6,36.02,41.9,36.91,39.07,35.09,35.28,37.68
1031,4,5,167,0,0,3.6,41.9,36.91,39.07,35.09,35.28,37.68,35.68
1032,4,5,168,0,0,3.6,36.91,39.07,35.09,35.28,37.68,35.68,39.3
1033,4,5,169,0,0,3.6,39.07,35.09,35.28,37.68,35.68,39.3,26.55
1034,4,5,170,0,0,3.6,35.09,35.28,37.68,35.68,39.3,26.55,40.42
1035,4,5,171,0,0,3.6,35.28,37.68,35.68,39.3,26.55,40.42,36.35
1036,4,5,172,0,0,3.6,37.68,35.68,39.3,26.55,40.42,36.35,28.55
1037,4,5,173,0,0,3.6,35.68,39.3,26.55,40.42,36.35,28.55,39.85
1038,4,5,174,0,0,3.6,39.3,26.55,40.42,36.35,28.55,39.85,42.22
1039,4,5,175,0,0,3.6,26.55,40.42,36.35,28.55,39.85,42.22,42.23
1040,4,5,176,0,0,3.6,40.42,36.35,28.55,39.85,42.22,42.23,35.36
1041,4,5,177,0,0,3.6,36.35,28.55,39.85,42.22,42.23,35.36,34.5
1042,4,5,178,0,0,3.6,28.55,39.85,42.22,42.23,35.36,34.5,37.66
1043,4,5,179,0,0,3.6,39.85,42.22,42.23,35.36,34.5,37.66,38.04
1044,4,5,180,0,0,3.6,42.22,42.23,35.36,34.5,37.66,38.04,31.52
1045,4,5,181,0,0,3.6,42.23,35.36,34.5,37.66,38.04,31.52,28.08
1046,4,5,182,0,0,3.6,35.36,34.5,37.66,38.04,31.52,28.08,34.39
1047,4,5,183,0,0,3.6,34.5,37.66,38.04,31.52,28.08,34.39,31.59
1048,4,5,184,0,0,3.6,37.66,38.04,31.52,28.08,34.39,31.59,36.83
1049,4,5,185,0,0,3.6,38.04,31.52,28.08,34.39,31.59,36.83,27.47
1050,4,5,186,0,0,3.6,31.52,28.08,34.39,31.59,36.83,27.47,42.32
1051,4,5,187,0,0,3.6,28.08,34.39,31.59,36.83,27.47,42.32,32.68
1052,4,5,188,0,0,3.6,34.39,31.59,36.83,27.47,42.32,32.68,30.05
1053,4,5,189,0,0,3.6,31.59,36.83,27.47,42.32,32.68,30.05,33.77
1054,4,5,190,0,0,3.6,36.83,27.47,42.32,32.68,30.05,33.77,28.14
1055,4,5,191,0,0,3.6,27.47,42.32,32.68,30.05,33.77,28.14,28.03
1056,4,5,192,0,0,3.6,42.32,32.68,30.05,33.77,28.14,28.03,37.01
1057,4,5,193,0,0,3.6,32.68,30.05,33.77,28.14,28.03,37.01,28.77
1058,4,5,194,0,0,3.6,30.05,33.77,28.14,28.03,37.01,28.77,26.93
1059,4,5,195,0,0,3.6,33.77,28.14,28.03,37.01,28.77,26.93,29.71
1060,4,5,196,0,0,3.6,28.14,28.03,37.01,28.77,26.93,29.71,39.51
1061,4,5,197,0,0,3.6,28.03,37.01,28.77,26.93,29.71,39.51,32.07
1062,4,5,198,0,0,3.6,37.01,28.77,26.93,29.71,39.51,32.07,33.03
1063,4,5,199,0,0,3.6,28.77,26.93,29.71,39.51,32.07,33.03,29.42
1064,4,5,200,0,0,3.6,26.93,29.71,39.51,32.07,33.03,29.42,32.33
1065,4,5,201,0,0,3.6,29.71,39.51,32.07,33.03,29.42,32.33,36.47
1066,4,5,202,0,0,3.6,39.51,32.07,33.03,29.42,32.33,36.47,30.31
1067,4,5,203,0,0,3.6,32.07,33.03,29.42,32.33,36.47,30.31,36.18
1068,4,5,204,0,0,3.6,33.03,29.42,32.33,36.47,30.31,36.18,33.38
1069,4,5,205,0,0,3.6,29.42,32.33,36.47,30.31,36.18,33.38,22.71
1070,4,5,206,0,0,3.6,32.33,36.47,30.31,36.18,33.38,22.71,32.53
1071,4,5,207,0,0,3.6,36.47,30.31,36.18,33.38,22.71,32.53,29.58
1072,4,5,208,0,0,3.6,30.31,36.18,33.38,22.71,32.53,29.58,33.32
1073,4,5,209,0,0,3.6,36.18,33.38,22.71,32.53,29.58,33.32,26.18
1074,4,5,210,0,0,3.6,33.38,22.71,32.53,29.58,33.32,26.18,26.3
1075,4,5,211,0,0,3.6,22.71,32.53,29.58,33.32,26.18,26.3,28.31
1076,4,5,212,0,0,3.6,32.53,29.58,33.32,26.18,26.3,28.31,36.35
1077,4,5,213,0,0,3.6,29.58,33.32,26.18,26.3,28.31,36.35,31.12
1078,4,5,214,0,0,3.6,33.32,26.18,26.3,28.31,36.35,31.12,21.97
1079,4,5,215,0,0,3.6,26.18,26.3,28.31,36.35,31.12,21.97,27.8
1080,4,5,216,0,0,3.6,26.3,28.31,36.35,31.12,21.97,27.8,19.14
1081,4,5,217,0,0,3.6,28.31,36.35,31.12,21.97,27.8,19.14,30.26
1082,4,5,218,0,0,3.6,36.35,31.12,21.97,27.8,19.14,30.26,17.85
1083,4,5,219,0,0,3.6,31.12,21.97,27.8,19.14,30.26,17.85,14.94
1084,4,5,220,0,0,3.6,21.97,27.8,19.14,30.26,17.85,14.94,22.44
1085,4,5,221,0,0,3.6,27.8,19.14,30.26,17.85,14.94,22.44,28.31
1086,4,5,222,0,0,3.6,19.14,30.26,17.85,14.94,22.44,28.31,25.21
1087,4,5,223,0,0,3.6,30.26,17.85,14.94,22.44,28.31,25.21,31.47
1088,4,5,224,0,0,3.6,17.85,14.94,22.44,28.31,25.21,31.47,29.43
1089,4,5,225,0,0,3.6,14.94,22.44,28.31,25.21,31.47,29.43,20.86
1090,4,5,226,0,0,3.6,22.44,28.31,25.21,31.47,29.43,20.86,27.15
1091,4,5,227,0,0,3.6,28.31,25.21,31.47,29.43,20.86,27.15,39.29
1092,4,5,228,0,0,3.6,25.21,31.47,29.43,20.86,27.15,39.29,28.83
1093,4,5,229,0,0,3.6,31.47,29.43,20.86,27.15,39.29,28.83,33.78
1094,4,5,230,0,0,3.6,29.43,20.86,27.15,39.29,28.83,33.78,34.5
1095,4,5,231,0,0,3.6,20.86,27.15,39.29,28.83,33.78,34.5,30.25
1096,4,5,232,0,0,3.6,27.15,39.29,28.83,33.78,34.5,30.25,34.59
1097,4,5,233,0,0,3.6,39.29,28.83,33.78,34.5,30.25,34.59,60.62
1098,4,5,234,0,0,3.6,28.83,33.78,34.5,30.25,34.59,60.62,33.77
1099,4,5,235,0,0,3.6,33.78,34.5,30.25,34.59,60.62,33.77,34.07
1100,4,5,236,0,0,3.6,34.5,30.25,34.59,60.62,33.77,34.07,24.58
1101,4,5,237,0,0,3.6,30.25,34.59,60.62,33.77,34.07,24.58,17.11
1102,4,5,238,0,0,3.6,34.59,60.62,33.77,34.07,24.58,17.11,25.24
1103,4,5,239,0,0,3.6,60.62,33.77,34.07,24.58,17.11,25.24,19.43
1104,4,5,240,0,0,3.6,33.77,34.07,24.58,17.11,25.24,19.43,30.81
1105,4,5,241,0,0,3.6,34.07,24.58,17.11,25.24,19.43,30.81,29.64
1106,4,5,242,0,0,3.6,24.58,17.11,25.24,19.43,30.81,29.64,33.54
1107,4,5,243,0,0,3.6,17.11,25.24,19.43,30.81,29.64,33.54,29.05
1108,4,5,244,0,0,3.6,25.24,19.43,30.81,29.64,33.54,29.05,39.3
1109,4,5,245,0,0,3.6,19.43,30.81,29.64,33.54,29.05,39.3,39.09
1110,4,5,246,0,0,3.6,30.81,29.64,33.54,29.05,39.3,39.09,32.19
1111,4,5,247,0,0,3.6,29.64,33.54,29.05,39.3,39.09,32.19,33.45
1112,4,5,248,0,0,3.6,33.54,29.05,39.3,39.09,32.19,33.45,34.07
1113,4,5,249,0,0,3.6,29.05,39.3,39.09,32.19,33.45,34.07,33.67
1114,4,5,250,0,0,3.6,39.3,39.09,32.19,33.45,34.07,33.67,42.18
1115,4,5,251,0,0,3.6,39.09,32.19,33.45,34.07,33.67,42.18,36.91
1116,4,5,252,0,0,3.6,32.19,33.45,34.07,33.67,42.18,36.91,35.56
1117,4,5,253,0,0,3.6,33.45,34.07,33.67,42.18,36.91,35.56,32.42
1118,4,5,254,0,0,3.6,34.07,33.67,42.18,36.91,35.56,32.42,30.59
1119,4,5,255,0,0,3.6,33.67,42.18,36.91,35.56,32.42,30.59,36.08
1120,4,5,256,0,0,3.6,42.18,36.91,35.56,32.42,30.59,36.08,37.95
1121,4,5,257,0,0,3.6,36.91,35.56,32.42,30.59,36.08,37.95,37.16
1122,4,5,258,0,0,3.6,35.56,32.42,30.59,36.08,37.95,37.16,29.96
1123,4,5,259,0,0,3.6,32.42,30.59,36.08,37.95,37.16,29.96,37.18
1124,4,5,260,0,0,3.6,30.59,36.08,37.95,37.16,29.96,37.18,32.76
1125,4,5,261,0,0,3.6,36.08,37.95,37.16,29.96,37.18,32.76,35.53
1126,4,5,262,0,0,3.6,37.95,37.16,29.96,37.18,32.76,35.53,33.58
1127,4,5,263,0,0,3.6,37.16,29.96,37.18,32.76,35.53,33.58,20.91
1128,4,5,264,0,0,3.6,29.96,37.18,32.76,35.53,33.58,20.91,35.16
1129,4,5,265,0,0,3.6,37.18,32.76,35.53,33.58,20.91,35.16,36.55
1130,4,5,266,0,0,3.6,32.76,35.53,33.58,20.91,35.16,36.55,35.47
1131,4,5,267,0,0,3.6,35.53,33.58,20.91,35.16,36.55,35.47,30.8
1132,4,5,268,0,0,3.6,33.58,20.91,35.16,36.55,35.47,30.8,39.3
1133,4,5,269,0,0,3.6,20.91,35.16,36.55,35.47,30.8,39.3,35.03
1134,4,5,270,0,0,3.6,35.16,36.55,35.47,30.8,39.3,35.03,41
1135,4,5,271,0,0,3.6,36.55,35.47,30.8,39.3,35.03,41,33.72
1136,4,5,272,0,0,3.6,35.47,30.8,39.3,35.03,41,33.72,27.85
1137,4,5,273,0,0,3.6,30.8,39.3,35.03,41,33.72,27.85,34.15
1138,4,5,274,0,0,3.6,39.3,35.03,41,33.72,27.85,34.15,35.82
1139,4,5,275,0,0,3.6,35.03,41,33.72,27.85,34.15,35.82,31.95
1140,4,5,276,0,0,3.6,41,33.72,27.85,34.15,35.82,31.95,36.63
1141,4,5,277,0,0,3.6,33.72,27.85,34.15,35.82,31.95,36.63,34.53
1142,4,5,278,0,0,3.6,27.85,34.15,35.82,31.95,36.63,34.53,39.46
1143,4,5,279,0,0,3.6,34.15,35.82,31.95,36.63,34.53,39.46,38.12
1144,4,5,280,0,0,3.6,35.82,31.95,36.63,34.53,39.46,38.12,35.79
1145,4,5,281,0,0,3.6,31.95,36.63,34.53,39.46,38.12,35.79,31.07
1146,4,5,282,0,0,3.6,36.63,34.53,39.46,38.12,35.79,31.07,48.74
1147,4,5,283,0,0,3.6,34.53,39.46,38.12,35.79,31.07,48.74,35.24
1148,4,5,284,0,0,3.6,39.46,38.12,35.79,31.07,48.74,35.24,40.7
1149,4,5,285,0,0,3.6,38.12,35.79,31.07,48.74,35.24,40.7,34.39
1150,4,5,286,0,0,3.6,35.79,31.07,48.74,35.24,40.7,34.39,36.44
1151,4,5,287,0,0,3.6,31.07,48.74,35.24,40.7,34.39,36.44,42.73
1152,4,5,288,0,0,3.6,48.74,35.24,40.7,34.39,36.44,42.73,36.4
1153,5,6,1,1,0,3.6,35.24,40.7,34.39,36.44,42.73,36.4,40
1154,5,6,2,1,0,3.6,40.7,34.39,36.44,42.73,36.4,40,41.81
1155,5,6,3,1,0,3.6,34.39,36.44,42.73,36.4,40,41.81,43.61
1156,5,6,4,1,0,3.6,36.44,42.73,36.4,40,41.81,43.61,39.36
1157,5,6,5,1,0,3.6,42.73,36.4,40,41.81,43.61,39.36,41.89
1158,5,6,6,1,0,3.6,36.4,40,41.81,43.61,39.36,41.89,25.19
1159,5,6,7,1,0,3.6,40,41.81,43.61,39.36,41.89,25.19,43.3
1160,5,6,8,1,0,3.6,41.81,43.61,39.36,41.89,25.19,43.3,49.2
1161,5,6,9,1,0,3.6,43.61,39.36,41.89,25.19,43.3,49.2,49.62
1162,5,6,10,1,0,3.6,39.36,41.89,25.19,43.3,49.2,49.62,47.55
1163,5,6,11,1,0,3.6,41.89,25.19,43.3,49.2,49.62,47.55,45.47
1164,5,6,12,1,0,3.6,25.19,43.3,49.2,49.62,47.55,45.47,48.78
1165,5,6,13,1,0,3.6,43.3,49.2,49.62,47.55,45.47,48.78,50.19
1166,5,6,14,1,0,3.6,49.2,49.62,47.55,45.47,48.78,50.19,51.59
1167,5,6,15,1,0,3.6,49.62,47.55,45.47,48.78,50.19,51.59,16.2
1168,5,6,16,1,0,3.6,47.55,45.47,48.78,50.19,51.59,16.2,34.03
1169,5,6,17,1,0,3.6,45.47,48.78,50.19,51.59,16.2,34.03,61.22
